"asv","sample","clr","meas_var","phylum","abundance","id","age_class","sex"
"ASV790","S8",-4.59576164019029,13.2902545051046,"Bacteroidetes",0,"Sheep13","Adult","Female"
"ASV790","S9",-4.2418405899696,10.3664900643667,"Bacteroidetes",0,"Sheep5","Adult","Male"
"ASV791","S1",-3.59371641962132,8.80311091461062,"Firmicutes",0,"Sheep8","Adult","Female"
"ASV791","S10",-3.37237917922656,17.8526638481463,"Firmicutes",0,"Sheep6","Adult","Male"
"ASV791","S12",5.74347150070101,0.0456718275272446,"Firmicutes",67,"Sheep20","Lamb","Female"
"ASV791","S14",-2.29772512829653,9.141104970139,"Firmicutes",0,"Sheep24","Lamb","Male"
"ASV791","S18",-2.57476469102359,10.6160886471112,"Firmicutes",0,"Sheep28","Lamb","Male"
"ASV791","S20",-4.36865693869071,8.46728296614817,"Firmicutes",0,"Sheep14","Adult","Female"
"ASV791","S21",-4.26305848949572,11.1182169905339,"Firmicutes",0,"Sheep15","Adult","Male"
"ASV791","S23",-4.36985642914537,10.223125331389,"Firmicutes",0,"Sheep12","Adult","Female"
"ASV791","S25",-3.72645698985831,8.31237718415672,"Firmicutes",0,"Sheep7","Adult","Female"
"ASV791","S28",4.49897938107759,0.0814227078554011,"Firmicutes",30,"Sheep17","Lamb","Female"
"ASV791","S31",-4.28806082658842,14.1604129400148,"Firmicutes",0,"Sheep25","Lamb","Female"
"ASV791","S32",5.26518286443512,0.0760966285152054,"Firmicutes",33,"Sheep27","Lamb","Male"
"ASV791","S35",4.98186357274512,0.086202861060291,"Firmicutes",31,"Sheep30","Lamb","Female"
"ASV791","S37",2.86652078823014,0.166426118465479,"Firmicutes",14,"Sheep29","Lamb","Male"
"ASV791","S40",-4.17222861742839,8.56499515440499,"Firmicutes",0,"Sheep4","Adult","Male"
"ASV791","S43",-4.01144216046139,11.6961569081822,"Firmicutes",0,"Sheep10","Adult","Male"
"ASV791","S44",-4.54390660476254,7.87983336728821,"Firmicutes",0,"Sheep11","Adult","Female"
"ASV791","S45",3.32954961819122,0.110644145683493,"Firmicutes",17,"Sheep9","Adult","Female"
"ASV791","S47",3.35993647400317,0.16343809698994,"Firmicutes",16,"Sheep19","Lamb","Male"
"ASV791","S52",4.70446916632527,0.0784569843242993,"Firmicutes",28,"Sheep23","Lamb","Male"
"ASV791","S53",2.90314013861005,0.285848724301147,"Firmicutes",7,"Sheep26","Lamb","Female"
"ASV791","S54",-3.80942721287825,11.0859994480813,"Firmicutes",0,"Sheep16","Lamb","Male"
"ASV791","S55",3.20022719648494,0.0862318206382402,"Firmicutes",30,"Sheep3","Adult","Female"
"ASV791","S56",-2.93491519397626,10.5224788366994,"Firmicutes",0,"Sheep1","Adult","Female"
"ASV791","S59",-2.74748580156431,11.7864274777673,"Firmicutes",0,"Sheep18","Lamb","Female"
"ASV791","S6",-3.84102787885298,8.73492781533679,"Firmicutes",0,"Sheep2","Adult","Female"
"ASV791","S60",-2.50599047714353,8.60029633517863,"Firmicutes",0,"Sheep22","Lamb","Female"
"ASV791","S61",-2.76732279448001,8.69785394957652,"Firmicutes",0,"Sheep21","Lamb","Female"
"ASV791","S8",1.57991796803038,0.232781910016819,"Firmicutes",10,"Sheep13","Adult","Female"
"ASV791","S9",-4.05776752194419,12.821422834499,"Firmicutes",0,"Sheep5","Adult","Male"
"ASV794","S1",-3.85948091815237,7.48132484229833,"Bacteroidetes",0,"Sheep8","Adult","Female"
"ASV794","S10",-3.17902056473128,9.83243356632765,"Bacteroidetes",0,"Sheep6","Adult","Male"
"ASV794","S12",-3.15773343019887,9.89304281526006,"Bacteroidetes",0,"Sheep20","Lamb","Female"
"ASV794","S14",-3.1386198441624,11.2157882431649,"Bacteroidetes",0,"Sheep24","Lamb","Male"
"ASV794","S18",-2.52932426950523,10.0935297380029,"Bacteroidetes",0,"Sheep28","Lamb","Male"
"ASV794","S20",-4.65664010104715,15.4690870932977,"Bacteroidetes",0,"Sheep14","Adult","Female"
"ASV794","S21",3.47191333003129,0.0597145919038267,"Bacteroidetes",36,"Sheep15","Adult","Male"
"ASV794","S23",-4.16909283351971,8.78197212888272,"Bacteroidetes",0,"Sheep12","Adult","Female"
"ASV794","S25",-4.14185065454426,10.9235690029237,"Bacteroidetes",0,"Sheep7","Adult","Female"
"ASV794","S28",-3.29056926677926,10.2680935939531,"Bacteroidetes",0,"Sheep17","Lamb","Female"
"ASV794","S31",-3.93608271663873,8.16182043852839,"Bacteroidetes",0,"Sheep25","Lamb","Female"
"ASV794","S32",-2.59801367302265,7.64262419539421,"Bacteroidetes",0,"Sheep27","Lamb","Male"
"ASV794","S35",-3.0358306852435,13.4660556022781,"Bacteroidetes",0,"Sheep30","Lamb","Female"
"ASV794","S37",-3.44784689926005,7.09378526123185,"Bacteroidetes",0,"Sheep29","Lamb","Male"
"ASV794","S40",3.31936658042108,0.0858001604955236,"Bacteroidetes",23,"Sheep4","Adult","Male"
"ASV794","S43",-3.77531611917109,11.3388251042205,"Bacteroidetes",0,"Sheep10","Adult","Male"
"ASV794","S44",-4.65226432323928,10.6459829035904,"Bacteroidetes",0,"Sheep11","Adult","Female"
"ASV794","S45",-3.4658217877431,13.6922370768355,"Bacteroidetes",0,"Sheep9","Adult","Female"
"ASV794","S47",-3.13918852313515,6.34943441401237,"Bacteroidetes",0,"Sheep19","Lamb","Male"
"ASV794","S52",-3.31813192215784,9.84612960771674,"Bacteroidetes",0,"Sheep23","Lamb","Male"
"ASV794","S53",-2.45108756532761,7.61169187766647,"Bacteroidetes",0,"Sheep26","Lamb","Female"
"ASV794","S54",-3.22568985367376,10.9936408577637,"Bacteroidetes",0,"Sheep16","Lamb","Male"
"ASV794","S55",-4.29261942247113,10.8021037578055,"Bacteroidetes",0,"Sheep3","Adult","Female"
"ASV794","S56",4.78134378900233,0.101001906388942,"Bacteroidetes",30,"Sheep1","Adult","Female"
"ASV794","S59",-3.06500270966231,7.44189611933424,"Bacteroidetes",0,"Sheep18","Lamb","Female"
"ASV794","S6",2.21504478626954,0.158694148795223,"Bacteroidetes",12,"Sheep2","Adult","Female"
"ASV794","S60",-2.56260038340141,11.3962494686864,"Bacteroidetes",0,"Sheep22","Lamb","Female"
"ASV794","S61",2.7871858492934,0.280814015787414,"Bacteroidetes",9,"Sheep21","Lamb","Female"
"ASV794","S8",-4.59243519488598,10.4144656001111,"Bacteroidetes",0,"Sheep13","Adult","Female"
"ASV794","S9",5.79944893353071,0.0219278670150559,"Bacteroidetes",155,"Sheep5","Adult","Male"
"ASV795","S1",-4.31268591620767,8.88220973757632,"Bacteroidetes",0,"Sheep8","Adult","Female"
"ASV795","S10",-2.89355122047189,7.16736447418418,"Bacteroidetes",0,"Sheep6","Adult","Male"
"ASV795","S12",-3.12480401493211,8.7827037641747,"Bacteroidetes",0,"Sheep20","Lamb","Female"
"ASV795","S14",-2.90634971416224,11.1524644295099,"Bacteroidetes",0,"Sheep24","Lamb","Male"
"ASV795","S18",-3.28693630923258,14.7125008589011,"Bacteroidetes",0,"Sheep28","Lamb","Male"
"ASV795","S20",-4.47991589850324,11.07702005995,"Bacteroidetes",0,"Sheep14","Adult","Female"
"ASV795","S21",-4.22149640384551,7.56131625148696,"Bacteroidetes",0,"Sheep15","Adult","Male"
"ASV795","S23",-4.49076104818956,10.1278629656405,"Bacteroidetes",0,"Sheep12","Adult","Female"
"ASV795","S25",-4.06755591073522,7.13873831431924,"Bacteroidetes",0,"Sheep7","Adult","Female"
"ASV795","S28",-3.05521001766598,7.96663744213726,"Bacteroidetes",0,"Sheep17","Lamb","Female"
"ASV795","S31",-3.74464813872213,9.09557220911534,"Bacteroidetes",0,"Sheep25","Lamb","Female"
"ASV795","S32",-2.3959744342908,10.4306814504344,"Bacteroidetes",0,"Sheep27","Lamb","Male"
"ASV795","S35",-2.95740602179289,10.8161710475066,"Bacteroidetes",0,"Sheep30","Lamb","Female"
"ASV795","S37",-3.80466359561619,7.40731753724281,"Bacteroidetes",0,"Sheep29","Lamb","Male"
"ASV795","S40",-4.39286774427232,12.4855001568312,"Bacteroidetes",0,"Sheep4","Adult","Male"
"ASV795","S43",-3.80394048517638,10.4694986804472,"Bacteroidetes",0,"Sheep10","Adult","Male"
"ASV795","S44",-4.44906133231221,13.4909876963608,"Bacteroidetes",0,"Sheep11","Adult","Female"
"ASV795","S45",-3.86396062492817,11.9479109431118,"Bacteroidetes",0,"Sheep9","Adult","Female"
"ASV795","S47",-3.40985028320285,8.9215613116684,"Bacteroidetes",0,"Sheep19","Lamb","Male"
"ASV795","S52",-2.76129886902757,8.75323628703311,"Bacteroidetes",0,"Sheep23","Lamb","Male"
"ASV795","S53",-3.38340253761002,12.518722120042,"Bacteroidetes",0,"Sheep26","Lamb","Female"
"ASV795","S54",-3.8733402792948,12.6290002288578,"Bacteroidetes",0,"Sheep16","Lamb","Male"
"ASV795","S55",-4.31445365887298,10.281979346052,"Bacteroidetes",0,"Sheep3","Adult","Female"
"ASV795","S56",-3.112954379503,9.130438476618,"Bacteroidetes",0,"Sheep1","Adult","Female"
"ASV795","S59",8.09375464485784,0.0153664887967356,"Bacteroidetes",334,"Sheep18","Lamb","Female"
"ASV795","S6",-4.27273983773471,12.0870231570875,"Bacteroidetes",0,"Sheep2","Adult","Female"
"ASV795","S60",-2.35641821122665,8.49033689107172,"Bacteroidetes",0,"Sheep22","Lamb","Female"
"ASV795","S61",-3.46254047827828,12.51547810195,"Bacteroidetes",0,"Sheep21","Lamb","Female"
"ASV795","S8",-4.2409170412943,8.54142303371869,"Bacteroidetes",0,"Sheep13","Adult","Female"
"ASV795","S9",-4.59367700758843,11.0028212011494,"Bacteroidetes",0,"Sheep5","Adult","Male"
"ASV796","S1",3.96784639620829,0.0512017655960671,"Bacteroidetes",39,"Sheep8","Adult","Female"
"ASV796","S10",-3.4088908198803,10.9914033232485,"Bacteroidetes",0,"Sheep6","Adult","Male"
"ASV796","S12",-3.73474536046793,14.3912837769086,"Bacteroidetes",0,"Sheep20","Lamb","Female"
"ASV796","S14",-2.4506235300141,8.56295011072915,"Bacteroidetes",0,"Sheep24","Lamb","Male"
"ASV796","S18",-2.81861176480804,10.9547719600004,"Bacteroidetes",0,"Sheep28","Lamb","Male"
"ASV796","S20",-4.27281536455287,9.50991410887552,"Bacteroidetes",0,"Sheep14","Adult","Female"
"ASV796","S21",4.72149047449045,0.0275527342428422,"Bacteroidetes",85,"Sheep15","Adult","Male"
"ASV796","S23",-4.64489293441525,11.4714141094283,"Bacteroidetes",0,"Sheep12","Adult","Female"
"ASV796","S25",-4.43140097892432,10.3296947526818,"Bacteroidetes",0,"Sheep7","Adult","Female"
"ASV796","S28",-3.20650221884746,8.54662255503113,"Bacteroidetes",0,"Sheep17","Lamb","Female"
"ASV796","S31",-4.02668181176218,7.56607040274418,"Bacteroidetes",0,"Sheep25","Lamb","Female"
"ASV796","S32",-3.33950746265311,17.5532197554866,"Bacteroidetes",0,"Sheep27","Lamb","Male"
"ASV796","S35",-2.87650988567829,8.78146974059301,"Bacteroidetes",0,"Sheep30","Lamb","Female"
"ASV796","S37",-3.86274194811533,12.3745494106585,"Bacteroidetes",0,"Sheep29","Lamb","Male"
"ASV796","S40",-4.30287299440165,11.1305338375527,"Bacteroidetes",0,"Sheep4","Adult","Male"
"ASV796","S43",-4.19385745512334,8.4134309000042,"Bacteroidetes",0,"Sheep10","Adult","Male"
"ASV796","S44",-4.68566964516177,9.55785795172378,"Bacteroidetes",0,"Sheep11","Adult","Female"
"ASV796","S45",-3.32220694826618,11.061472055604,"Bacteroidetes",0,"Sheep9","Adult","Female"
"ASV796","S47",-3.21430809191704,9.72424476195575,"Bacteroidetes",0,"Sheep19","Lamb","Male"
"ASV796","S52",-2.83547859467853,6.89531269031758,"Bacteroidetes",0,"Sheep23","Lamb","Male"
"ASV796","S53",-2.4320851077255,8.40139377220726,"Bacteroidetes",0,"Sheep26","Lamb","Female"
"ASV796","S54",-3.73771241409248,13.7807251235867,"Bacteroidetes",0,"Sheep16","Lamb","Male"
"ASV796","S55",-4.91943736039412,12.3094579825977,"Bacteroidetes",0,"Sheep3","Adult","Female"
"ASV796","S56",6.10027070813704,0.0325071485749773,"Bacteroidetes",72,"Sheep1","Adult","Female"
"ASV796","S59",-3.81353007511267,17.9806867394739,"Bacteroidetes",0,"Sheep18","Lamb","Female"
"ASV796","S6",4.22842547594349,0.040162119658855,"Bacteroidetes",49,"Sheep2","Adult","Female"
"ASV796","S60",-2.7013944113094,12.8665433796922,"Bacteroidetes",0,"Sheep22","Lamb","Female"
"ASV796","S61",-2.69236107314306,7.07731860554347,"Bacteroidetes",0,"Sheep21","Lamb","Female"
"ASV796","S8",-4.74343933685398,8.79290125715533,"Bacteroidetes",0,"Sheep13","Adult","Female"
"ASV796","S9",5.36255810358011,0.0300759704155931,"Bacteroidetes",114,"Sheep5","Adult","Male"
"ASV797","S1",-3.83570895829727,7.5170146566078,"Firmicutes",0,"Sheep8","Adult","Female"
"ASV797","S10",-3.32894871159506,11.1084729482519,"Firmicutes",0,"Sheep6","Adult","Male"
"ASV797","S12",-3.41184060251088,10.9358632185252,"Firmicutes",0,"Sheep20","Lamb","Female"
"ASV797","S14",-2.53328147595596,9.72991275545565,"Firmicutes",0,"Sheep24","Lamb","Male"
"ASV797","S18",-2.62804071146791,8.87376972857207,"Firmicutes",0,"Sheep28","Lamb","Male"
"ASV797","S20",-5.07514298607206,10.1164206344912,"Firmicutes",0,"Sheep14","Adult","Female"
"ASV797","S21",-4.38421275389984,8.47002379372453,"Firmicutes",0,"Sheep15","Adult","Male"
"ASV797","S23",-4.79442882650933,13.4714040148046,"Firmicutes",0,"Sheep12","Adult","Female"
"ASV797","S25",-3.93480595550669,7.76996630557573,"Firmicutes",0,"Sheep7","Adult","Female"
"ASV797","S28",5.40817662713834,0.0413950712366862,"Firmicutes",56,"Sheep17","Lamb","Female"
"ASV797","S31",-4.22993528085826,10.0816882059961,"Firmicutes",0,"Sheep25","Lamb","Female"
"ASV797","S32",-3.18343594593101,11.7564790652543,"Firmicutes",0,"Sheep27","Lamb","Male"
"ASV797","S35",-3.25210636530304,8.92193539243088,"Firmicutes",0,"Sheep30","Lamb","Female"
"ASV797","S37",-3.85918782173114,7.53195184746591,"Firmicutes",0,"Sheep29","Lamb","Male"
"ASV797","S40",-4.18022581189888,10.2270632366237,"Firmicutes",0,"Sheep4","Adult","Male"
"ASV797","S43",-3.94398829885676,10.4006098987951,"Firmicutes",0,"Sheep10","Adult","Male"
"ASV797","S44",-4.29000499909416,7.80469650407636,"Firmicutes",0,"Sheep11","Adult","Female"
"ASV797","S45",-3.00234683717658,8.06939588984434,"Firmicutes",0,"Sheep9","Adult","Female"
"ASV797","S47",5.9231085075338,0.0243088354537469,"Firmicutes",96,"Sheep19","Lamb","Male"
"ASV797","S52",-2.82576394554397,7.58435986817816,"Firmicutes",0,"Sheep23","Lamb","Male"
"ASV797","S53",-2.6933868786727,9.53585580816581,"Firmicutes",0,"Sheep26","Lamb","Female"
"ASV797","S54",7.12409114359537,0.017786503895879,"Firmicutes",222,"Sheep16","Lamb","Male"
"ASV797","S55",-4.39005783688961,10.5477333889731,"Firmicutes",0,"Sheep3","Adult","Female"
"ASV797","S56",-3.16777901761606,9.51716106470158,"Firmicutes",0,"Sheep1","Adult","Female"
"ASV797","S59",-2.96744898230497,7.2756353160754,"Firmicutes",0,"Sheep18","Lamb","Female"
"ASV797","S6",-4.26440537270582,7.21338134997011,"Firmicutes",0,"Sheep2","Adult","Female"
"ASV797","S60",-2.95629010379777,12.4658482139448,"Firmicutes",0,"Sheep22","Lamb","Female"
"ASV797","S61",-3.40669620648564,10.7159976550015,"Firmicutes",0,"Sheep21","Lamb","Female"
"ASV797","S8",-4.53996983736893,13.1392277569257,"Firmicutes",0,"Sheep13","Adult","Female"
"ASV797","S9",-3.99843907249378,9.30616703809155,"Firmicutes",0,"Sheep5","Adult","Male"
"ASV798","S1",-4.19739340062517,12.7305778411166,"Firmicutes",0,"Sheep8","Adult","Female"
"ASV798","S10",-3.51014252138689,12.0601152761905,"Firmicutes",0,"Sheep6","Adult","Male"
"ASV798","S12",6.51085629007174,0.02743927115385,"Firmicutes",115,"Sheep20","Lamb","Female"
"ASV798","S14",4.17521579963894,0.12043004677418,"Firmicutes",17,"Sheep24","Lamb","Male"
"ASV798","S18",-2.9381251320136,15.0869082076326,"Firmicutes",0,"Sheep28","Lamb","Male"
"ASV798","S20",-4.71695141873602,12.821268701014,"Firmicutes",0,"Sheep14","Adult","Female"
"ASV798","S21",-4.9324635404049,12.7338400861816,"Firmicutes",0,"Sheep15","Adult","Male"
"ASV798","S23",-4.16805791973294,8.41746604366013,"Firmicutes",0,"Sheep12","Adult","Female"
"ASV798","S25",-4.21230769938932,12.1450624379571,"Firmicutes",0,"Sheep7","Adult","Female"
"ASV798","S28",-3.40273672916821,13.3221644657884,"Firmicutes",0,"Sheep17","Lamb","Female"
"ASV798","S31",2.39669399542616,0.159451485821055,"Firmicutes",12,"Sheep25","Lamb","Female"
"ASV798","S32",-2.24098641130798,6.37843580057622,"Firmicutes",0,"Sheep27","Lamb","Male"
"ASV798","S35",-2.72269002549616,10.8901813230404,"Firmicutes",0,"Sheep30","Lamb","Female"
"ASV798","S37",4.61208802903632,0.0652348905020195,"Firmicutes",49,"Sheep29","Lamb","Male"
"ASV798","S40",-3.73647791364808,8.04255640072362,"Firmicutes",0,"Sheep4","Adult","Male"
"ASV798","S43",-4.48911398178595,16.9511995336398,"Firmicutes",0,"Sheep10","Adult","Male"
"ASV798","S44",2.74024588157644,0.077357256832415,"Firmicutes",25,"Sheep11","Adult","Female"
"ASV798","S45",4.20856082861118,0.0710017289543199,"Firmicutes",31,"Sheep9","Adult","Female"
"ASV798","S47",3.12361821192779,0.152826051808237,"Firmicutes",13,"Sheep19","Lamb","Male"
"ASV798","S52",-2.72536001962973,9.82873563561488,"Firmicutes",0,"Sheep23","Lamb","Male"
"ASV798","S53",-3.06639233362147,12.8156041205661,"Firmicutes",0,"Sheep26","Lamb","Female"
"ASV798","S54",-3.74962977761687,12.4296311927662,"Firmicutes",0,"Sheep16","Lamb","Male"
"ASV798","S55",-4.87724303409291,13.9325889041435,"Firmicutes",0,"Sheep3","Adult","Female"
"ASV798","S56",-2.38087596854965,8.47754975812497,"Firmicutes",0,"Sheep1","Adult","Female"
"ASV798","S59",-2.97899472997387,7.38835187339229,"Firmicutes",0,"Sheep18","Lamb","Female"
"ASV798","S6",-4.41871580468633,14.1761145594411,"Firmicutes",0,"Sheep2","Adult","Female"
"ASV798","S60",-2.79140388117394,9.41510273065892,"Firmicutes",0,"Sheep22","Lamb","Female"
"ASV798","S61",-3.67130171636852,13.7176573372538,"Firmicutes",0,"Sheep21","Lamb","Female"
"ASV798","S8",3.08386807470698,0.0632026778187873,"Firmicutes",27,"Sheep13","Adult","Female"
"ASV798","S9",-4.45336127363513,15.7140070513051,"Firmicutes",0,"Sheep5","Adult","Male"
"ASV8","S1",7.09471593555057,0.0120864606158631,"Firmicutes",343,"Sheep8","Adult","Female"
"ASV8","S10",7.07630426980946,0.0206916587882208,"Firmicutes",185,"Sheep6","Adult","Male"
"ASV8","S12",8.69312730158377,0.0122771591975523,"Firmicutes",515,"Sheep20","Lamb","Female"
"ASV8","S14",7.9157421651601,0.0191203456724844,"Firmicutes",227,"Sheep24","Lamb","Male"
"ASV8","S18",9.62793953988872,0.0134212162132934,"Firmicutes",711,"Sheep28","Lamb","Male"
"ASV8","S20",7.40733809972122,0.010343906142026,"Firmicutes",507,"Sheep14","Adult","Female"
"ASV8","S21",6.54874381777079,0.013148601588736,"Firmicutes",303,"Sheep15","Adult","Male"
"ASV8","S23",5.81199391151255,0.0206063802763203,"Firmicutes",171,"Sheep12","Adult","Female"
"ASV8","S25",7.36530324909495,0.011927548010826,"Firmicutes",441,"Sheep7","Adult","Female"
"ASV8","S28",8.70236462623905,0.0105933967045683,"Firmicutes",563,"Sheep17","Lamb","Female"
"ASV8","S31",7.26798253244167,0.013141389358519,"Firmicutes",368,"Sheep25","Lamb","Female"
"ASV8","S32",8.77387506367978,0.0151268914140931,"Firmicutes",380,"Sheep27","Lamb","Male"
"ASV8","S35",9.73755451485735,0.0123449760361283,"Firmicutes",842,"Sheep30","Lamb","Female"
"ASV8","S37",9.10327818052089,0.00891002014382147,"Firmicutes",1097,"Sheep29","Lamb","Male"
"ASV8","S40",6.80034505157934,0.0149472654489252,"Firmicutes",266,"Sheep4","Adult","Male"
"ASV8","S43",6.96272978604509,0.0129784968041539,"Firmicutes",265,"Sheep10","Adult","Male"
"ASV8","S44",7.89625493442838,0.00826923164521434,"Firmicutes",876,"Sheep11","Adult","Female"
"ASV8","S45",8.28487284174994,0.0105960266932326,"Firmicutes",530,"Sheep9","Adult","Female"
"ASV8","S47",8.72537692370042,0.0131499441038428,"Firmicutes",665,"Sheep19","Lamb","Male"
"ASV8","S52",-3.22317829607814,12.3226953382346,"Firmicutes",0,"Sheep23","Lamb","Male"
"ASV8","S53",9.74472784429252,0.011388865781297,"Firmicutes",832,"Sheep26","Lamb","Female"
"ASV8","S54",9.43023030923865,0.00884456819371571,"Firmicutes",1092,"Sheep16","Lamb","Male"
"ASV8","S55",6.56642722986167,0.0146064131776331,"Firmicutes",304,"Sheep3","Adult","Female"
"ASV8","S56",8.27137202045233,0.0145678175115749,"Firmicutes",330,"Sheep1","Adult","Female"
"ASV8","S59",8.61802757905575,0.0123767391761882,"Firmicutes",486,"Sheep18","Lamb","Female"
"ASV8","S6",7.21696557361051,0.0100857269043471,"Firmicutes",383,"Sheep2","Adult","Female"
"ASV8","S60",8.74904708733572,0.0128098783340284,"Firmicutes",339,"Sheep22","Lamb","Female"
"ASV8","S61",8.4565707057487,0.0141902072152129,"Firmicutes",458,"Sheep21","Lamb","Female"
"ASV8","S8",6.64877214309205,0.0101609069327944,"Firmicutes",325,"Sheep13","Adult","Female"
"ASV8","S9",7.69454574290913,0.00917156895616966,"Firmicutes",578,"Sheep5","Adult","Male"
"ASV80","S1",-4.23687145149212,9.20943324502971,"Verrucomicrobia",0,"Sheep8","Adult","Female"
"ASV80","S10",-3.28053647247896,8.24625724720153,"Verrucomicrobia",0,"Sheep6","Adult","Male"
"ASV80","S12",-3.16417187738354,7.75496156425389,"Verrucomicrobia",0,"Sheep20","Lamb","Female"
"ASV80","S14",-2.84232223497461,9.99433904658106,"Verrucomicrobia",0,"Sheep24","Lamb","Male"
"ASV80","S18",10.9041547922687,0.0114743956130572,"Verrucomicrobia",1725,"Sheep28","Lamb","Male"
"ASV80","S20",4.99086840328315,0.0276535100510603,"Verrucomicrobia",96,"Sheep14","Adult","Female"
"ASV80","S21",-4.33161710480503,7.70328911613487,"Verrucomicrobia",0,"Sheep15","Adult","Male"
"ASV80","S23",3.65669572314778,0.0633465171016862,"Verrucomicrobia",39,"Sheep12","Adult","Female"
"ASV80","S25",5.60757533385893,0.0235075156026588,"Verrucomicrobia",130,"Sheep7","Adult","Female"
"ASV80","S28",7.67351779148793,0.0172040385879654,"Verrucomicrobia",272,"Sheep17","Lamb","Female"
"ASV80","S31",4.82923208081147,0.0476605139270103,"Verrucomicrobia",67,"Sheep25","Lamb","Female"
"ASV80","S32",-2.51302088939461,9.76709515087867,"Verrucomicrobia",0,"Sheep27","Lamb","Male"
"ASV80","S35",-3.37196284583221,12.6498995078485,"Verrucomicrobia",0,"Sheep30","Lamb","Female"
"ASV80","S37",3.58036245264208,0.106778058594154,"Verrucomicrobia",24,"Sheep29","Lamb","Male"
"ASV80","S40",3.14081114203708,0.126438795538209,"Verrucomicrobia",20,"Sheep4","Adult","Male"
"ASV80","S43",-3.66867788212223,8.39631509010888,"Verrucomicrobia",0,"Sheep10","Adult","Male"
"ASV80","S44",3.75364974312549,0.049398496540768,"Verrucomicrobia",50,"Sheep11","Adult","Female"
"ASV80","S45",-3.76961181281981,8.85955138139263,"Verrucomicrobia",0,"Sheep9","Adult","Female"
"ASV80","S47",4.79496164074699,0.0634319358018984,"Verrucomicrobia",44,"Sheep19","Lamb","Male"
"ASV80","S52",-3.10773173985519,10.2021513964337,"Verrucomicrobia",0,"Sheep23","Lamb","Male"
"ASV80","S53",-2.55007920228859,12.6335592024654,"Verrucomicrobia",0,"Sheep26","Lamb","Female"
"ASV80","S54",-3.21432178748986,10.7305187496117,"Verrucomicrobia",0,"Sheep16","Lamb","Male"
"ASV80","S55",-4.18487706525174,9.56207165882706,"Verrucomicrobia",0,"Sheep3","Adult","Female"
"ASV80","S56",6.1529492150163,0.041025235630736,"Verrucomicrobia",76,"Sheep1","Adult","Female"
"ASV80","S59",-3.38200728059067,12.9991908604436,"Verrucomicrobia",0,"Sheep18","Lamb","Female"
"ASV80","S6",4.7743271455313,0.0363838415904168,"Verrucomicrobia",70,"Sheep2","Adult","Female"
"ASV80","S60",-2.67895354817479,16.354472178815,"Verrucomicrobia",0,"Sheep22","Lamb","Female"
"ASV80","S61",-3.21976172542049,8.27031768663738,"Verrucomicrobia",0,"Sheep21","Lamb","Female"
"ASV80","S8",2.97122682021808,0.0785515031928051,"Verrucomicrobia",26,"Sheep13","Adult","Female"
"ASV80","S9",5.00747117224271,0.0277644191878423,"Verrucomicrobia",90,"Sheep5","Adult","Male"
"ASV801","S1",-3.88385229641889,8.30283219644966,"Firmicutes",0,"Sheep8","Adult","Female"
"ASV801","S10",-3.0603352407484,9.76988621323995,"Firmicutes",0,"Sheep6","Adult","Male"
"ASV801","S12",-3.06279559536153,8.70994869156356,"Firmicutes",0,"Sheep20","Lamb","Female"
"ASV801","S14",-2.54526737016165,7.96064034543851,"Firmicutes",0,"Sheep24","Lamb","Male"
"ASV801","S18",-2.57191516874563,8.12268880212904,"Firmicutes",0,"Sheep28","Lamb","Male"
"ASV801","S20",-4.52588674524433,8.44360045999996,"Firmicutes",0,"Sheep14","Adult","Female"
"ASV801","S21",-4.41294612161734,10.3706779936642,"Firmicutes",0,"Sheep15","Adult","Male"
"ASV801","S23",-4.38250843032652,10.0428135632196,"Firmicutes",0,"Sheep12","Adult","Female"
"ASV801","S25",3.38214375523892,0.0887316546263642,"Firmicutes",28,"Sheep7","Adult","Female"
"ASV801","S28",-3.3391293160107,9.39994033208641,"Firmicutes",0,"Sheep17","Lamb","Female"
"ASV801","S31",3.96260158177311,0.0603901987090996,"Firmicutes",37,"Sheep25","Lamb","Female"
"ASV801","S32",-2.29829051535182,8.25169886033903,"Firmicutes",0,"Sheep27","Lamb","Male"
"ASV801","S35",-2.27487873022149,9.17970596742059,"Firmicutes",0,"Sheep30","Lamb","Female"
"ASV801","S37",-4.03775057811941,10.8633213769086,"Firmicutes",0,"Sheep29","Lamb","Male"
"ASV801","S40",3.82110170803298,0.0811874904023625,"Firmicutes",34,"Sheep4","Adult","Male"
"ASV801","S43",-3.60793946125934,8.03408771237847,"Firmicutes",0,"Sheep10","Adult","Male"
"ASV801","S44",-4.4495753567757,8.10649772537795,"Firmicutes",0,"Sheep11","Adult","Female"
"ASV801","S45",-3.69663406389534,10.8647434288845,"Firmicutes",0,"Sheep9","Adult","Female"
"ASV801","S47",-3.19020102222984,8.89806352483731,"Firmicutes",0,"Sheep19","Lamb","Male"
"ASV801","S52",6.14610621596233,0.0388115835428265,"Firmicutes",76,"Sheep23","Lamb","Male"
"ASV801","S53",-2.99623701742449,12.1824554291554,"Firmicutes",0,"Sheep26","Lamb","Female"
"ASV801","S54",-3.22631866824364,7.45645859569567,"Firmicutes",0,"Sheep16","Lamb","Male"
"ASV801","S55",4.25285625898074,0.0353536717288997,"Firmicutes",61,"Sheep3","Adult","Female"
"ASV801","S56",4.0614012320233,0.132649405217661,"Firmicutes",18,"Sheep1","Adult","Female"
